(-4760048156524114922, 9140689699899276388)
(6133899480915301016, -2735071363421971843)
(-6481498816153214660, -5813833317081409323)
(2469717569185048371, 8736043021707517105)
(1564201649281163054, 2787216513915732470)
(-7007398277277416835, 2538814176039028280)
(1130417189547819241, -6900518994410028986)
(-2462116789768667194, -2476780290406504287)
(-627267681790506848, -2414057193553614714)
(6442011790390310926, -3409419147115738848)
(-2679030378235211820, -4222694336831838997)
(-2902928980984895177, 6649657471611958884)
(-4225884036674899239, -1768218030683565307)
(5547233320722883157, -8336798551224120530)
(3023382639315841405, -712910382622674758)
(4803581691289500718, -2766291718679569891)
(111625633637407160, -7799773702881594827)
(2572272058485934128, 8088685826035720037)
(-8491536767010337522, 1993192466908607528)
(6542114591500503076, 8992417164590187747)
(391039155148816848, 2104419894803212329)
(3523424314141237120, -2918104979889826385)
(52462088338717900, -3103138939381084419)
(-5124220941902232970, -4699321323388462650)
(-5734060719524060376, 607701283575735727)
(-769183276774592197, -7333459943849236132)
(8724738169535626124, 4070214695021397095)
(1739605519492209392, -9070909785898231776)
(5477023958351434893, 9006215813538317837)
(8790138931509698396, 6473071142952995560)
(5346686668191039420, 2496545992560366607)
(-274392434540093379, 748306271204539646)
(-569826144957446703, 6260220106949064882)
(-3652016015295806059, -8311492021026126393)
(-8588461873029774572, 5629804328843878849)
(-602155269464810489, 5868715632581043265)
(5537635004276812854, -2084813524079115116)
(2043389716836892595, 3525027434394113995)
(6263869937768735466, -4821838814481250889)
(-1682285887024298468, 444448940430054803)
(-640147626753239596, -5988577360236583506)
(-3408731170230064982, 2685863396303181645)
(4469245802697733334, -4537237200500534031)
(-8275771328596613126, -467858934847893577)
(-2252695363957591046, 1674289793669398387)
(-1441112625109967990, -171471719128386328)
(-7097629258601007979, -8592550086515647016)
(4275547366456307266, -2324765788253834412)
(-1655511723014654470, 7339960673304237291)
(5007382100701718931, 8577130850033399439)
(-4296390079174796817, 5029092519553599754)
(-9194569656462487981, 2379484734562787875)
(8185413520523233356, -8056670240398640770)
(6769559416913110248, 588254462144531358)
(-1336323722151525318, 1292931270643298376)
(8960172365169910307, 48210601100983348)
(-7896822305947299687, -4969026270629440024)
(-4636098249033566210, 738841035509633816)
(1020301397680067921, 7882530763934084669)
(-7081931231152800254, -5946133741531896609)
(-771105843627340231, -2551694652803361157)
(3601386761566234107, 1183699123677195682)
(-2129659324302869991, -8073125779111759607)
(8731279742109673776, 7984153033191995351)
(-9025162950921694132, 1376273299661076208)
(-5029733518776406210, -1729054759522091525)
(4389344923818182719, -8004571976764692059)
(2733250464161950569, 913922986499730912)
(2360131287642950957, -5005302735687857857)
(-209502480408547672, -9002833152275449782)
(5751591683432488238, -4098666310145326192)
(-1095819863703723799, -6685054949785238487)
(2652670687681587156, -2579653272970100923)
(1042542966790952496, -5068763181067885890)
(-6249444460659725122, 8923865272516010900)
(-985137880009315406, 5430184935217181434)
(-5726961326655882068, -6136012569421180240)
(4286954350480174242, 7643527672471301916)
(-2350627491404481636, -1476312854006380007)
(-2474208112168870785, -4552335971596419611)
(6885317221297507900, -6482251950164344356)
(7631833447680073982, -7420826701607227098)
(4097286147423953590, 8927830191541224248)
(-5071420184942266610, -4992647276522728085)
(6242854968388636044, -3597787274305005586)
(7543136488531237132, 3145950958680913896)
(-5185342661181873124, 7248761960698458122)
(-3874255333916200370, 6662283391675340572)
(-5096674861661502570, -2573797908251028974)
(645153553817529782, -8199904132587926630)
(-5530059888049056984, 1112986014496757646)
(5290170562742957647, 1633617359696453814)
(-7109535038324161952, 5118763091669924998)
(563636338877892598, 2011079551707483824)
(4684999886149814682, -550565366378161422)
(5203550600473138519, 848073804921230326)
(7240516309136293571, 3038981654553006618)
(-8491017528692701500, 6650864253335548442)
(3108481175741160740, -8340929343971491950)
(6807444133945166119, -5487451533662388477)
(-4715216278612562140, -990799977085660736)
(-8251104015654330335, 1209209043237277170)
(7412976365337899220, 3144330555326600062)
(-2008242924903964900, 6962582588011467915)
(-2430910172849538111, -8203748226340352583)
(3625053474438203464, 7661471891191117547)
(-7415118895456565158, -3865443689189902140)
(3785801388152419062, -5057422727870263706)
(-7469608678927603154, -495330155160102679)
(-130010036063755251, -5493556145448544940)
(-6526970273163672238, 4398820240076872477)
(6337435870141767978, -7377010568922202411)
(2455238488790286287, -4005453623331066939)
(147631379728611209, 6364170872035954498)
(-6608913564116110435, 5144107440864449210)
(-2696662166730209054, 4229190635069589482)
(-8192883439591662128, -2556002668210889594)
(-7068496511400953298, -4546741009084318717)
(2865526858444024805, -1202918480216077661)
(5946617074766188134, -828877831512700206)
(-6226394337065777194, 8557357221566220120)
(4652559820057728575, -4686586118117493373)
(6769421174935513344, -1513623562733291856)
(8243919893404553077, -8904667940216725606)
(-6192811012027053982, -1772506133528863326)
(-4279296775654456834, 7246786358289952048)
(-381225457607642222, 1006737604960366939)
(-1658816209793814108, 2743055587623310068)
(8036263940112173164, 1397718592723658053)
(-8585594305814920709, -4708211110527598848)
(9087293124820440689, -1246412961294840955)
(8969339719399051561, -2017801378200821957)
(-1602381257677674039, -4896728993590778677)
(2176517634930565429, -3712023893618643291)
(-4540200251447423261, -3621959537357073501)
(-8400670401562540209, 4659573124520259430)
(-2790782685777172279, -5296600698227018963)
(7538033790872156805, -4881958626622794002)
(7922402682731410393, 1563021668350085338)
(4342211852294449909, -4814765997430311968)
(-1076782696312745722, 3200945101231086943)
(-7845938493946953418, -6840453903486881596)
(8952026867263454506, 1877501991251647449)
(-8478647082690467402, -4634202858931023187)
(-5788768567779233954, -5003950042494526464)
(4904227855415752760, -5121048605644267316)
(-4395173738968402362, 4409305993609882832)
(-3570227157895045750, 4702052705551683159)
(-6144321055542358771, 8569034898910014175)
(3793283754701067292, -8624758161089675553)
(-6827534399970613390, 3056356334797269503)
(-8596614563791476473, -5057028828765316793)
(2873892216407776958, -660767040307954087)
(-8348881703013997361, -5802611681562811759)
(3037564295066107086, -1942662108275873828)
(-4824373354949056919, 6710352989269184808)
(-6546816791124415310, 434601399585537328)
(3561092308907229621, -6342438841267990940)
(5402830368849238127, 8073958005096806958)
(634595793007213895, 5077649328521415503)
(8525053921105453233, -6336558825951004417)
(7725931234097192196, 4608965538040313339)
(-2005915493199105584, 752694013230944437)
(-5194524518947787467, 3232826652743583117)
(-705520431947609400, -3647240796462167606)
(-9214296133330797784, 1762501199962818889)
(6565959361858577535, -5545666182461167453)
(8674305427203760902, 3975774392392445396)
(-8490461276587635112, -675165487507126720)
(7268909922837101535, -8470618744282705989)
(-6917777077877268777, 4956312933831156223)
(564076924369559360, -7142508680056410603)
(-2149911114036517617, -7324535863533824186)
(2913993712616991355, -5495184432204296860)
(-8622005603263856372, 8935123358516458267)
(6092200407090396830, -1447775941125971488)
(-796668645074857620, -4004149335998768414)
(8312909743749303195, 1833275641325127187)
(2529473799644805854, -5968011863110650245)
(8822665336254198708, 6332992601614166176)
(-8855796297292462115, 2863264756617937598)
(2622917559238418584, -3919355413241138510)
(4127540830299642336, 6644337459820428392)
(-3971993725076916715, -1187970382666208692)
(8111873540047404740, -6495455009540409656)
(590323979057864053, 438679529802548273)
(-278830800921234312, 7786924584572620422)
(2816669409573037237, 7558995120347593912)
(6129695679772788400, -817028552016103484)
(982722556011228907, 7601059708923441135)
(5017988031064522716, -8650313731997760149)
(-6065300657596583904, 6820060486413089237)
(-153735706422352050, 1421206487508844947)
(367163204180651029, -4667355973256614311)
(-4647825768281420096, -8458883562303176069)
(-5109217097920429311, -6151780364908620048)
(-8859913995524123534, -4730560180574253371)
(-4339351742972018849, 4047889935313124463)
(-1724618058525981459, -6052619160822084919)
(-8068027693782270189, -183686953959512191)
(-1130496332170900866, -4796780393112434515)
(1281120263050694528, -7216938770911849204)
(-3866319434992325263, -1361284721793624146)
(-5513009333210221027, 3670861149340859946)
(-742375909325298131, -7915202492756631025)
(-1628353474734676083, 802865952570281942)
(-3709722260389105886, -1929908557803234457)
(-4682635666916564972, -9101622632153789335)
(9030663723684740515, 3225895090509442707)
(-2109970703883767031, 672543465508558574)
(-5591060180851096857, -8504882220545090594)
(-3389076471186065233, 6074699573994789529)
(-5658333755652451762, 3977715875916878688)
(6745606660918937481, 5587205468301977474)
(270652482259740733, 8141745956472360296)
(2808356723384238889, -1572138670638612699)
(-1260914950785667837, -3744069289047148321)
(-2342845924551922632, -5547504077624910055)
(-1255714678357873063, 3536734825518594685)
(-6339746674152801622, 6470629915033218380)
(-4439825115070130825, -1918186895298099334)
(668494055569948119, -2668527162946001032)
(-8814073798446403125, 7691542793196700651)
(-1020787644199143352, 5942707664748531400)
(2828224583709334703, 6441360541104872617)
(-4254094343995386990, 5965873367503186232)
(8643010456116936355, -3452599976729044079)
(-467501008700927186, -2393768130062947437)
(-3912586932963534396, -3829507069033829226)
(5819094491524505072, 6366512781394587041)
(667920571199690296, 2408441046390671855)
(7705010958806939927, 2881372814322558026)
(9068938181518296424, -2421334535937268440)
(1403247644176078002, -4941322117340828880)
(-6940222384248794231, -5087302428397905838)
(818067527197771469, -510147388968041924)
(-8910250277777853850, -3486232533887004849)
(-4497104815751681454, -7872164493268735463)
(-2024839413595827975, -3414968719298096536)
(4122093079528154111, -3458102172338844764)
(-7712040457653327011, 9139959339850106956)
(-6370747323240655709, 1711275780783836041)
(-619238696244419665, 8162349724678092990)
(-2315150225037368930, -7823961352779350280)
(2480422212003097532, 9174239658360264012)
(1115064128584151714, -9108424986982012594)
(-222063228339710461, 6845387542850918166)
(-4090884476431679842, 253586580798486160)
(4362650717741548253, 4881470220107857613)
(7052590583678085090, -7563362890114616031)
(5140237176017814803, 4979140427438843000)
(602268943200755636, 8162084477684862183)
(484775505648424411, 2879503664478091750)
(2526672952347429059, -5943950730718346824)
(-2289411326790166217, 5354940571503663573)
(3795186295793540485, 544723282464812926)
(6000428970896022425, -6101278445887762050)
(2103707370078814396, 4825382427375231669)
(2160007537092280970, -5437148780197850676)
(-1856046977014085271, 1873448146066726485)
(-6396547150085908596, 1730383238338549262)
(7598968746812601457, 5046639713197492844)
(-8041388325840813551, -5462095352050837239)
(-7431849816267398609, 79360953902461443)
(9140776185490168862, -4382130426612859448)
(-8827764214223870419, 8264275325083413633)
(5882333564978814365, -8050172355607852959)
(-8505079823504349977, 1315137539531336176)
(5239116234907201564, 1951998979264420995)
(-7810263730875184945, -7887696412765269960)
(1936644209784121419, -7945895628336478129)
(-2023807406291471042, -6547893502753914806)
(-7215432633275984862, 5042171285765961661)
(8103592349188765368, -8805795824853643534)
(-7497387631612894411, -2155657953538513556)
(5363046405978581216, 2929057579070918240)
(-2827180609027706741, 7855377240979470961)
(1049212241691482842, -3904474357940471925)
(8376598015196092182, -3321559924779018470)
(-3881634586692054310, -136605430353679665)
(-2397774192914859513, 6814770819281542355)
(-2265461718180524858, -8084738793702691733)
(6112202620466034439, -5237238873364300702)
(5652239106819765066, 8917166891427056447)
(-4076417450017447883, -2597651879596452640)
(1792002289985731994, 6107046937460054058)
(-7852898273598954932, -3979375879445496852)
(-3303249258676625382, -3098605230473719720)
(6763119617232430240, -7600211155574596141)
(-205119585645324107, -9078193943606276802)
(4822910032061520140, 454229102932775069)
(2551138115139994201, 3012025252177482393)
(-6065401866891037437, 9003790216200320032)
(8602854211296263561, -4673303081996488852)
(-6112096283724796061, 4117650053488271884)
(-7711793124161341064, -4071205675031703118)
(-4573135467515463210, -8151635074895327982)
(7139464338315221622, -2168197635843931544)
(6662978258446870379, -7937835589522207239)
(5161006819034437687, -7429560541288709465)
(4554876262606668648, 2231135200982494701)
(2266621826721054077, -5785334090542610340)
(2912277366872398841, 8448166547620122705)
(-7349831427840449736, -5926720246018053507)
(-6352104493276779208, 6086067390572717555)
(-5260909906176435624, 2833267829793553772)
(1240861464984245037, -5468319600606396976)
(6137942087675828409, 8891053691304610672)
(5772122491339681585, -2946386474718681872)
(-6039722467495151092, -3565325923226774431)
(-8733220560045915648, 7622972442924387064)
(6393976041458484950, 7522894914761169247)
(-5002812594831614871, -4729421656945956858)
(-1841551117461279230, 4569738000580599812)
(5912661536929774866, -5510395294925431712)
(3442498628012458460, -5632228104957092802)
(3789396451401204812, 2753531748892669155)
(-3520658768054003426, 3687188972279599289)
(6500031366202662209, 806763414173803655)
(8838330739039338676, -5313567300973941185)
(-6676307442883741159, 7642394946571502853)
(-798609773225158199, -5554970125556012201)
(-8810097175109781646, 3513137871037739106)
(-5571944158923630016, -940952525606202341)
(-2812570843392248272, -2135191818040780244)
(-2706248538707267611, -6224485726170802329)
(9046261751669589630, -1614810665044343121)
(4329853546484254030, 6786885085723565062)
(-9209069467665520838, 1850993134151599797)
(-7720783551245404737, 3894730477278236241)
(-627376017441124394, 573084734220653159)
(-3805644627190081285, -2147439728044228795)
(7511598861436724035, 2063526237989434128)
(5997809188550763737, -6775013468659015791)
(-5294729813295682619, -8917783222744002089)
(-5133510230265425900, -3740901086755644348)
(-8304531946962089892, -3051160266750407196)
(-910947412069964824, 6119055650718427846)
(-1935496904260185814, 7670739844817543383)
(-4548073708362105310, -2958549564699916636)
(5871055597408201762, -5396293309790113223)
(1378360014596791699, -1225102996496615078)
(-1365322096054349217, 9140323595103885838)
(-8485173638561517754, -1938726856484913909)
(-2491689484410402172, -2949652960875978324)
(-2411241969512766524, -7879227252787315361)
(3647350510808707785, -9036465706085756345)
(-1150194001436037982, -5934248539850634635)
(-7144987679997796971, 9096980411639149733)
(6127650852574208634, -1959176858604395992)
(1637990013310216809, 7619538671409207873)
(2573908169537470501, 5777462441001780743)
(-4684748810128848257, -9112381188724352348)
(-9016297129120345661, 922891271643205594)
(-1453492384867693278, -4129616390369366530)
(-7280064656389357003, 4246570322299471620)
(2709857183702047249, 8098199946492266851)
(7976819435571326831, 9006387139992904237)
(-870960786098193858, -4468323411985939841)
(-1807164833795397733, -7505002494990215533)
(3152475964662698235, 7391037012609927303)
(-3797798472438626101, -8270362982592974481)
(-2957259175441453322, 4356927624076445148)
(2009513527565996549, -7020041774537790691)
(-4417483168537069468, 3388739415705897836)
(-2766941646966035559, -7925989852593553744)
(-2998686488011386634, 234878859297953183)
(-6346175793163327602, 318241264533508995)
(4934690188907786515, -1226616421905639855)
(7390503563365266738, 8826785250344295591)
(116460869725158285, 526968322930903678)
(5061887208412913977, 7033460706634862466)
(-5461726405741834814, -3485430444840673426)
(8916638324029903209, 1932230384390496213)
(7215864222238746183, 3920037456144160371)
(7332174021342681021, -4867306480295036180)
(-4790821283053292649, -6550851311511299879)
(-1127973571103427701, 2138007566243916556)
(7727360520107921109, -1978881013006595263)
(-1097602862832300075, 768465131756545763)
(-1941413123275395563, 3195044326206122574)
(4938464063986736680, 4122408598276843389)
(-5047903743888953192, -1328939585967760431)
(-8958278061794163616, 8282569825254318834)
(-183336370339895780, -1174317549181851538)
(5588877307649696677, 8503629245598509366)
(-2091423661281729061, 8025138839850926994)
(8884334191404773860, 8737004642274941203)
(5326974646817458582, 5151422564335735992)
(-7329939449499926502, -1197731360919152971)
(-272843623426320242, -3314667453578139875)
(-506018384665999026, -4985029627841797851)
(7988225053886117839, 678033523389391554)
(-3922234211363207905, -3251069629440456801)
(6223521834550816662, 5893525862066038507)
(-1422990463346785021, -1968074902324190779)
(5948294309726863123, 7584269747509193086)
(-308446603751209288, -1795424699307003500)
(-6152041606971730983, -7801370534340974699)
(-8907912227575040, 6900126286706503821)
(-3728719914923377872, -723158430936788106)
(-6000011720172536987, 2954067362234394906)
(-3781476748482194347, -1263789961495101025)
(-3107041885034381028, 4283104910584270371)
(3949343138551497856, -4104031036274782889)
(4844536288481002277, -4963074004684528556)
(1015276545117382425, -1197309403110403733)
(865756112497439133, 7234440604539043757)
(-8030961061404808371, -6650525666532236149)
(-4330404989886092647, 2629008042093441519)
(-7099790211210079063, -5765162691660466524)
(-4240063562127550538, 278899632513215835)
(680842572292037424, -5690065626461156922)
(-2568932849186474988, -7781368722459601226)
(6366661564727844695, -6574543741003271397)
(-5612943422164866303, 8964851531595529417)
(6536225236890269500, 1949392540444824589)
(4592494932116142491, -1737061324262258422)
(2518550104602193449, 9093900960106842070)
(-3254668267797311969, 6841476014820880289)
(5639821595754727407, -5734390004671958551)
(-6625108036783366804, 8671770746851755742)
(6176635393280626211, 185577258913706290)
(2251837337872090045, 3886977063165811573)
(4496331150765935703, -2152807050757436961)
(4094645543011703344, -1461868711080985999)
(4089381574693254357, 1276865394547111166)
(1523704758997290684, -444057522094507094)
(6154962556162461276, -6974017412247900060)
(1157403127226480983, -3724881521555046316)
(4791051206330183670, 4663791632511867901)
(-3599088178354724161, 6532486689722361839)
(-2362833584203151654, 8383326154325833624)
(-6702552522115560201, -6541080237406803989)
(460672209076771896, -1693316666521907392)
(-8250503016437885153, -1768316501387992521)
(6055108714725938735, -7993220840170753706)
(2571884020236011136, -3813933722112053089)
(-2631891104165503257, -8914712792884497092)
(458295107653741022, -6036964670277999235)
(-4945205283374900590, -1876643877667021704)
(2112452936350222174, -5661706530297853239)
(3347374909740230052, 9094216692902671879)
(-781498225046939140, 3943646495965446530)
(467789313518491645, -8961318769203004290)
(-7578230688294348996, 1479969022193854333)
(-2299341776717328880, -4710737606894050376)
(-1377976559824398465, -7726150557414665291)
(3607437475345480266, 5519072766578735308)
(-516388465827118940, -6282706574560040246)
(5936055486089734034, 3655610747083651859)
(-5964635583190834182, 2526675736281255466)
(-5999189537012221019, -1047334660441245493)
(1265722773228420570, -420138465977956365)
(3543858684998242401, 4662026060031859836)
(-6999637136006447294, 3512326562985526990)
(-4454355309059641977, -3383658455939563916)
(7358198624993036125, 921677601094097417)
(-2491608914117553250, -8838963956896707537)
(5047302580694084919, -8005302415228586366)
(8090824040772480190, -973661521331650582)
(-6753257832128225270, 5757237924249400458)
(-146425782710641324, -583983483702047451)
(-1240871340228178385, 7579605253548057413)
(-3384628652941374464, 1303361864563379579)
(2723241430792640717, -5973547278670478092)
(-386582227066583071, 7044442146917953869)
(6290683348607040873, 2321075320885754298)
(-4340274583302041472, -8787247371923904564)
(-491103996713048947, 3475918519209892383)
(-4709051174008627425, 7496202931487950048)
(-2503285408449746393, 1065018691918642187)
(7022356154549834651, -5026733652835055209)
(-7570120302577228393, -4838622212940042055)
(-1006123890760206883, -7867098471936371205)
(7815323525318262062, -8958907079041678866)
(-7768270270103089731, 4655580690159197611)
(2159787809691229614, 1057822808858999630)
(286574791540263813, -9041240068563974245)
(-6227437611486609928, -8430981032211724279)
(5017792079954734305, -8125339956818276970)
(1223848066785992596, 3204777736421264145)
(566397017679625984, -8943899236684461835)
(-5704939508400620923, -8781807163459600520)
(2442115767403546451, -8834947935846931014)
(1360897008156449458, -5212015556924795230)
(-2908981902107051989, 86685772341879036)
(2212496635313253610, -7631097986782197562)
(-169978835460560962, -1908675174186305554)
(-6676190947643406430, -1672470109449309916)
(1996472691032244137, 5752745302982124785)
(3428265510003547999, -598543748417753756)
(-786283807128787019, -4476872772746427074)
(1870475108456953724, 41335927174992570)
(6259847464752502188, 2480705755586202483)
(-5912943391523148185, -5973799311417379521)
(6857266612940169750, -2815893011798200957)
(-6100301500091606092, 2619495643925875789)
(8330176594619828291, 887058238676370238)
(5159913794645994257, 4890248453743662466)
(-5486721441206807000, 2138621113720391855)
(3370958705287985950, 8620912490002889509)
(3564907260397247926, -2571307186869273095)
(4619387755699625951, 4220228078865797513)
(-616435116620114034, -7667641111970937698)
(-242065354480515171, -4468700002251285728)
(1063228400510894925, -6277563506922752245)
(560428654272437624, -4068948408191766218)
(-2586269184799747790, -7104932544960515682)
(8922522363303675154, 5061027086003698402)
(-7869092647246257437, 4397950136977645944)
(8603936177831449870, 2405982965593478826)
(-1520600155380651274, 1646585738632351581)
(-745711541404862439, 5527584773815424407)
(2813967130970884184, 4659856406112074513)
(-4314357589508754559, -3136142437227698900)
(1738128338559591947, -8941701785097801248)
(4257550419926073150, -682796791665673403)
(-889217828997644521, 7539339786905659583)
(7174948403651633848, -3515496446989359746)
(-3291498126897363618, -5514761788688222079)
(1347863656603907439, 4890710184711174458)
(-2179023611451278164, -759538675167880872)
(8604526788903459423, -2672826792464172821)
(-9058344681182746172, 5920826976565677559)
(-8633242431422903439, 2649771350815866383)
(-8180301544528310095, 7094473267971672045)
(7895610406240672244, -5137656042285409930)
(5461294546422542387, -5843682040500240543)
(-3100671681097360747, -6566024667657652553)
(4235191857339072860, -1781896315182395531)
(1798271368538177620, -1520838819365561514)
(2160046543211670138, -1825933063593851096)
(-4376400378560281363, -8432837027008840227)
(5259681755753137668, 3946028910979071121)
(-5664659232841638633, 2629094525352801631)
(5005806297181879833, 3157690008205107806)
(5662687282222849239, -7161550298125824329)
(-8089779308700058319, -9094012691115337825)
(7904296769122439613, 1558233647910342739)
(3023572804199617776, -7230029691118840285)
(1608840325698764272, 1143264344518791717)
(7752766899367762683, 6697835583313269964)
(7496863965321211079, -5795842422217997836)
(-1326253588010035671, 3298103421570132192)
(-342682073003472178, 323688848513366793)
(-6621318429334753838, -1638897079501585845)
(6970796646638287304, 2913749434529534436)
(4106053833514379982, -7676010740691337925)
(7473591326927520684, -9103602591584008295)
(6377489760971438622, 6576980343053912366)
(-637735610522091136, 3389652689753148515)
(-368752949525234334, 1667625990413938325)
(3254809703499956203, 8603132488136665604)
(-2094920097053149963, 1280353632105008438)
(3517755079640731143, -1477980698661194182)
(-542237043128580788, 667088842018819246)
(-6880083551679259447, -8408809737527282534)
(2807143507304166703, -5111597283389253942)
(9125654707432916811, 9195722552022909596)
(-7796887089869882874, 8054574583692487594)
(5393242646521234361, 6425293896061772748)
(3949212140431403243, -8285923737682026870)
(-5459369635109568798, 3474468165602734802)
(907833549390542208, -6516199128857545865)
(-2884822448425767069, 1820521860950628290)
(2104248086268206071, 8373384208812171826)
(-1546924018733780095, 3760199034449089454)
(6373178960641279105, 1072992767627387485)
(-3729446042810434113, 3546470262399980348)
(3685631563744463182, -6492780106401741216)
(-9207902504481876061, -6306875354133427607)
(-1628414970773620290, -5680240868039166727)
(-7965469529950067682, -1564160734472262827)
(-2856506422603551724, 6715370138405607944)
(4839038733685571694, -8965064259691530866)
(-1666964709391232573, 5063158134211443049)
(-8708525862102745678, 305597195443441051)
(-3676349668916601684, -6852810128678875943)
(5068665265044708751, 7592722001655290377)
(-7883516401723274570, -2799760831501568218)
(-2321519016622277417, -9189522025054209108)
(-7327107318478868129, -6411344946878338729)
(-1472671471398898061, -5056364346201282534)
(-2673406804359175143, 8071737971166695989)
(-4369055676989079370, -6159409339762001136)
(8629602221412300400, 3067159240466631916)
(-6628808758549783478, -7438233829940947039)
(-1530722593288807496, -1630274944270412666)
(-3546783315544087025, -2664263411329908493)
(944435929593672015, 1950778223021462194)
(1419463462421726182, 8187998904531115027)
(7261702779930983856, -5787455198499734565)
(1178494650456529414, 2001172514343059749)
(6922271507310994961, 6976332237694829006)
(5146231471945866057, 5827190452581199521)
(2338838598234930995, -3503798598809119851)
(-1278856944308945366, -3991759107556221569)
(-1756308124641281732, 1071966077931357817)
(6054945103485336957, 7630489663131483226)
(2110310439104473259, 2121404191954654753)
(4257271446954956105, 903942373362893095)
(-2568085718045593850, 1121913136890319534)
(8181322825103571975, 5500673592713610798)
(-5973897427113616199, -8921518169152106852)
(-1340056220109002215, 4719809929952069215)
(-9213662645410706417, -5798885802723378449)
(-9213243309628171020, 1455234613432898097)
(-1181355328205072205, 3983138788618612858)
(3290431250937400726, -6347996297438113390)
(-1644590119905601480, 9007040778090485525)
(6373931826107352141, -4710270157179855040)
(478264607708999994, 498611004637211263)
(420982479040416919, 5198011489328532464)
(4390230945573084773, 4288608145665988864)
(5530442594134939589, 3209644119316466056)
(3437042982925205214, -8131071103736233997)
(322191253557818634, -6520914148544784096)
(7623450029438547340, -1921249807194269527)
(4053944263203270127, -594832869743824338)
(-3692779793608225905, -3313358782639346608)
(5551456933336138276, -325135635816263965)
(-4158527430226634768, -1294239745291698461)
(2489574804043935843, 2998231519822289895)
(5457728208138168867, -8576451828529426741)
(-5553751907330107824, -7544503146448414662)
(-5276582945486293190, -5116832736136615803)
(-2056052097230618305, -485414974169348174)
(-7983295677294127365, 3763370593087624762)
(-1808579706103488729, 4366308877462549149)
(2687222116389382994, -260661203320154589)
(-1602801487106666246, -8271041962972211585)
(1669668827110702538, 4931427177311998601)
(-8417182496892450111, 2204034081159835733)
(2430288126118127403, -4911454263986581929)
(3185544394675718487, -2409191657729580241)
(3582286609051966769, 6047307182257781412)
